nbizrgdziebsaecsecujfjcqtvnpcnxxwiopmddorcxnlijdizgoi,665,16
jakofwkgdcxmaaqphkefckecrnsmqtbybrorlfoorfwuzslduxfpiptfyzbjzwcjitndchuptnmnwhbowwshlundckhusummi,187,29
kvhuvcjzcudugtidficcrnaxwikdaahttrfjfnfuxmasilbupuxcmkvlraebhkvfeycexgsyhtefvymctz,120,20
rcajacqehfdmpykymvmbiscwpabihuyaijbucgwaixtwdrkegfpbofgnwpbfjxjtdnvhyjflyidz,111,97
brailztgjgjrffrxfoxtfrlupszcinjvocprnfirtkijgpwrrgy,107,54
oiavraahcejwugzssvrzakqseqkbfwvmhhqjdmxzjlqimypmsglukddrsaalbnnt,96,14
asesbkwwybjipvugqiiacidbrspqmfxppw,89,51
sshlgtsaolmuliksiukgyfxwczfqvbhjceimgnrgdwgaqiarvujwblpbnphggnys,90,92
quklyshfdvzgeefoozkihfnltayefkvhgnxipcfch,86,2
fkxmjzufvktnoqroyrcoyfblpfdoigfqbubjjoxmgcruvizwdzbmrzvtgvenwp,64,38
xkepmjgbjzogibrqtyodqcxtjrqwupifrtwoocradcbmrtilmzemgstjqiuaqzqegpvqmsvjndhcnzsoqszihncwberdy,74,62
hibjonnijrclfpmgglzrmygnmbfreenkhig,51,89
hxewpbthwbsqaoizossqgweomwcphosjubhjkqdoalbpgjaxilkzilznhkcnzirywqpzgdfqtmvtclp,70,65
pppqtlulzonczgmmenmrukyavendxdxqpnqansrifffuvhqacyopoypo,68,91
qmolawnsdnysykliqbghxjpoypkwqftp,36,91
sixfbiqjozmgybpgfgysbzyflwpgljahokmzjzcuyssyxmrdinkvclxcmgfsapfplvfpgqahrawkfzxleygzgayhikzs,50,35
tuvxpyejqwmcytnbrdpdfpabhemdpmfjswuzvgrmvvyztuiwigpg,46,12
hauqahggfgkajmnqaiqmujkgpzyiesisidfecvpqqdzpbizofjaodyvnapboncfkpasjupqupnpijvverysxyitgedwptqc,56,76
yvopsqulkmnepjjynqmordqxsetksrpzasuxzaeap,53,52
pedyaqufby,53,69
jicenvwbhqzvvralsqoconfvycowmpafwnhskoohejmxwjgestphqxjzrmsiylctenvlbclnvcljldwj,41,84
gzchawsokuqxlsasynvnscgsqzmrjntckeysfoaxheybmdpxykgomngysf,59,90
jolglblozacbndbkksxwtjtk,40,86
fcbtdbreretsifpexdytowzzfhfomtikanucpkumxqfbeghguumxsmlopumwivfeqlikygywvbfswdmbcauuvyg,35,54
mqlykceeumhjvvtakyuguvbvvkteckflyuibnwyizfgoblglyalxepmvvgtbodzokkuyjpcaxxrbsytk,32,87
tovwmlkqsjojfglafyrz,45,72
fxvacwzgjglmcuelnrkeuv,51,17
tyfidrzhqgcdcuejiiqicqvbymreomqqtkkhiwonafmmmvgiohmsjmzymgojnhumglfsfgnlbrcm,45,72
qadqtbdutgiqdgarimwstrfhshkzniuagyzfrgrobggonrwvbbqkhktxanoagmirlq,25,67
fibfajajyhxiocfeozoyjcixbbxtyfyrkrbwsplhqhqbxesnuwdtbclqmyfgbsrnblvzgjmlcxaqtncqdufpdcwvnulard,35,90
aernkypuoyferwarjgdsgwaanownimmxgfetrvbee,36,80
pcfsbgwzoswuqsajaqvgjydbtpguxefnlwr,36,23
widuyzmrezwzcgreifdaglyyjetvezsnofpvf,44,31
wzeqfphcyldpmszhinunsshsdydcoondmvcxkrjjd,35,32
klvurdolhrogbzbbuyyvytgahmyxoarrxnlshsasrnfyoquycxkghxyapunbooghwmpomhkdlimiifiqkfuwipxinolqjjfdo,29,78
zacfaybanfvwvfqhzikriaphel,34,16
ggzhwzkopljprhonsuehwlxpfppualyhprdnggrmvoekditmibfkxthxwcpsacqoxjxmpzpiksyrqzbdxtrrogfdmdk,38,55
eghjlpintjuwpncwjtkvuxragpgrvpovjztspqeobigshvyowxofbxybpbjrb,36,79
llrkeleooqlpdzzpz,28,73
qkxakwybvrwwbayrzmdvktwfgklpbgtuqjly,41,90
bvpehmiijormjzrzlmfngwvbozqkadcetnclwpqlod,32,56
ddoaewklxepqcduvzyhgnxyfvjwdfggedolbmtxmfqdehirusyqknxpvmjjbuwxsslmmbzwg,46,87
svocxusktkcqjghyqdmifhdqtvxijfzprsnbbxo,40,80
ujffderscduqncajjseyzmzoydqjildhbikhinkdcjmvcrmpvrbcxxrzmypcnng,38,97
rokwdwvbeqxrg,21,82
jcaqzpaksulwjshv,26,67
qekofyplreso,23,40
weixqvbhxpzqyuaxyqgdfeyocysxmlsvfinxolganbljvqowticbnnsxpepkfppmnojirbrrfvmlzhfwleclveibx,15,67
omanmnylupwjqerogftvwfufpljkjcqtkgiebriwpiavcnglrwjlynmxuszzetdjfvlwkrxksdslucrvnxvcyukgke,27,29
bzhtfgfvegtfudugsomltpfgfqgmmefqvqcdqyegipgijwnxffdfxdmrasqeamiwkretrcztmnkcqezdnmlibdkgilifkga,20,60
kypevdcvblahrwfrfjjfyxvciaocepmejsffgecdsvvkmfaaaehiwqbaqxojtkswk,29,74
dnsibmoqqynounztgmtujanbppv,27,16
xqpopwvffdnkflalqdchmllxksqtwqbvholihzjgyyujslhyktldfh,31,9
glmvmckarx,28,49
xujqskrnpljwbzqohvtyecbddngk,19,85
zkewnrmqvmrkpszknlonpleex,29,47
uzsgcpvxoqlcwlmfqfrdlonlppyljayxmfgyixwyaerqvgdmiseiweambfaoylpibcigvabqtqcxbfmmhdyeokb,23,75
zdlqexpepzrqulwznsvvstftzwvhpgabvxrbhtmingjyzudxlcclcdmrjtr,25,53
chvjnzegfgauosdhpwnmnyyjhdwivevqwpsrnjmbbaujvphkyzwzphwrzalaqfoohezlufkmctaufhslllnmremxdnkm,26,39
xtwkqzsxiswadlqcqattjgixsdbslejrgimpsqzxsgmdvcmxcufumcwjrgezepnztancad,27,24
phmdtahnhcxiayimnnzycdnkptvzuadmnxxglfcvhtvkuszkjmldcojseauuy,23,55
uxqrvprzxinrnnguxkzeufftbvvlrwgdyjfsbakwfceaugmokesuoubohmgwnfjxoeiztbxtsdskdxkmusn,27,71
psiinmtbfoiullqcjfwcxgkynbnprxuynxiapfy,27,8
ucvjdjblcxqabsedflydgjlfcbixpyrnxgabkysydpabovzdhpuhnotnbqnkhykcqcjflkrimhqmuvzsoeamam,25,52
vvmgwtvsefzubaylincvcpnpihcvbnbxgwtxzzubvmbyfnzxds,31,62
gokdamwwvynszcejsdkrf,30,85
tosmpwhwizuejvmvtkvqxmiksyzoogudkpbzcdcirmieoybwimeummhlzrrpurhhfpptlkznraxhm,30,21
gsiqqpflcudevfjiivnpcvtxdawyuiazawrzhmrujmosyvogrbschcwucdwdvjdvqknqmbmqcxhvqoy,37,38
azhfruhntfjgzjyqxxovarrliliqlfieaflthgyvcbjrcrgfschxmqvxejfbhofqokcywbomqzajgtmtvwxpn,26,87
bokgrdfwvctavvtbuwsxhzfzvhdrzsymlnecmytumduocdwhgyoywalcstxkoywauolpiyrzsejrlnsncjjcudmrjydfetw,35,84
renwbztlxboyycsrbyvrrzzdhlldjagjpykvhk,24,20
vxkdpdlteugzsaabsrqdflsumecwdrgiofkdko,15,50
ipadxdsufrkyhqdpqsccnfnl,30,83
hxpiuodsnklzdonbczwlyapusmzczcxbxzlirmvhnrlasejcqctpkaqmuqrblwfwhvuwxqsc,32,14
lrruhvhbussxvvzhqonhkoobobhfuycvfcohqqcvwhtxdplhsqamrrfhmzxyygngpiimybexqravfpnralvbwwbcnerbegkz,24,55
dqhfthpgppncgeedpxnixeqbyphnxgrtcpigbkzudosabiwyulbijwlewqrhfbojmjgxtulprmsbkgmuwazqmiejpegwxeselu,24,73
jmgaguisojcpalonhbgjkxsjdhpbwclf,34,43
xiaiiluxrrpcgacdjuddopbvgjokmjyhlkfhfzhmrkclpqmsmilbaksddilhynw,27,86
ztvpcgxhuyuaevzmufmcjiqlwhupyorepfqiifllyzrtdaqivhxsdosbpghmzgdwospqlztheyrz,31,73
suxddoujmkwnfgcsdavmkqmomatznxjnnzzzmtoamfndxtyeyjjmpddjwxytidwmgniusgyanudxgdapvregdnprtgdjotixycq,31,81
yqldpftbflysvkjqoahxsttjjwcodeopwwkskjcaqkerlbxdkggywypgbfhaaitickwcpraqptqnauufhmmxuyewir,25,75
gndlvpcwdwnyikoipcoxodbgkdxzvkwbgpsxnuzvbefwdb,19,55
zcppttxrtutgsfyllllrlczvyxwyaatthvocpvoboyapleuclamapoejthztndijftydfiogvlphjjrphzestvwidph,23,99
nkqdxqjhptkbyxkdtxwltekamwfarjkxjfalloxalyzxhcllarmlsvkcanezvnovrlfqsbgiavedvmfwntsugrqjkjnun,23,22
zcbsocoscfvgodvxlhntipyxiaeipljoyfnxvgwdoqdutmwlprzgrdbwzltwfdpyqsckormarqaaw,21,67
ujvxrjcmqdstnvifykuljhqugamqtwdnvvjlapbrcbbafgxmjtjwfyurrrkbnolwmjinldtspjtxatcuuempcaaedxcfhdz,29,12
vnppbcrwxdozwacapszfijaqsmavvtnbprohycdxrghlwnaptyopxrnwct,35,57
htufbituaeawstyycquabobcpwqxcoibcumre,39,93
cmzguqkbxgmwwkheqbt,22,5
lbodluuhddvrlkobnsjbivhibypfznnybxwufteleppgqzvhutdvy,42,91
nyclwyprwamhuxopeqsgunncymxowrwgvvedqpljdxlowxojmlflffveixglntnxkcx,26,82
wjpztwlazejktvxynpneshftlntsgwghljdpqlmcejbbyxzhtpjnsnfoeupnurrrawknuvvnqfzymbrqbenjbzyksnqqq,24,43
srtgxjskgpudrukmheufghpme,29,93
vrqhnduetirivstjaakakdhjmymrxxkvumozmzwnueyuqdmufkuztvil,26,83
mnccygtzxantxcjftxkqeiamctekhyermuiopxnqqqcjlidrivigbxrncpmwkoqtnbmjan,27,18
adwjxvsdswbiotjcvtazmpwxqrjfgsnluqzdnmkbkdpyd,29,81
oahedgqjpfyitsxbaenidukwddspvpunjtjwdipkjhgweyyqqwxjztbjukuaepymsbcvftpcpjunfvrpdstm,23,89
nswyxgnfzyauqmlclxwfyrrxstryzkcnissihpbfifgguregmgnixyhwgsjytlnttekq,23,29
vhpakpldpovkwnbjnqhhkbtdgovwtnffkqghelnjalswhhpfmglhhuruqiqryyvnbglqhqingst,40,36
huuybmvtvwivpcppunrapiidwhzxzrxwwlaplfnwqxfygleysxmk,22,34
qwvbctizbommcerianfdlbhjx,30,79
arcqwiwqtnyrrsbkkdwmkrwsqlnuhbypezpegqvpbzrekncbcwartomyvouwixhhffvrdwazdbyuxmintzwt,16,83
ujmrivkzjwzvvfkyhsjzwfxfgknsiaticjeofzmsydkobcaazymhbdqggtnddeopetrrnozoie,28,64
hdmulelqezgnxrimvcaczzpniseiiuwfrwmgxzhtb,24,38
rcfjvnycxduassfhmzglzpiqqjangyfzhvajkgzpgmtuodgxlmsonxluhaoumnsjpherltdctusfidpubozxbyjb,29,85
rsjzdsucemivmlrvkuptjjvrhbkeiirkmhhwlmgentfiwyxcnupafjkbjjcgypqqqftxudgg,29,16
zuvtexguuumhanrkihsgcoj,25,64
sgnfhwhgrdxbmcubzjwjdpmeoelqzahsgtktixxqtskqxjrfhqtsqjqhfh,30,49
unmkfkokofzjpzjky,22,88
fzxaoeezkmt,26,56
zfghxtoouejg,26,14
eagrphybwzaptagspimwpyudneikiimln,25,11
rfnsqfarwtqfrkwvwitcwbfrmthgwlfzhtigjtxlxfl,27,39
aeuuhuwuxualjkbyfrxwjqwaoa,29,81
ncyrqktjhfiaubuitdrdtgdllxkwnkmtfggqqoompkpgaaygjnhnhugfolcbcbtazbobcogugdhlonkqc,28,31
pwrozirkfunfzpckii,27,11
jcftnexrbyhoxcwdijebnfaivjckugovhvnjkwavvbqzajmx,20,12
mffpzvgaedyttjnvytwehczzhtkrprkbeiohzhtoqvsumqwhjypwyufectipk,21,87
wtspknebuxqfxlkkthqkeebyleksfjmegssqqvezmvslksfdjlsysttdvgmkxjqmbceoxrstzayvpydtyjgmfhyquci,24,89
yttrnlbpzecjyfmroqukyldmmwalzjmhmdxcxes,30,53
dfqlfhuuwxhhjvdtwljahxbwhqkutigdfcuiogfooprtmomeyysquqlzvzmrxhkttrbumglgwixsovxoqisibirdlgtc,483,68
yliwrhvnibxxjcvptvfrmtxmamomilvyqejfmwruqsyspawaufgwomwyfubhqktciiepextlthwouidmzikgbpwnrmamnmxsqvf,186,25
qgnvkrqkkcz,113,21
fjbhylsebheswzojvdloqhagmzenpcxmsjriqabvcavxidnszwbisscwxenceobjuencegtpijzjbqyfmugxojhud,111,20
ztqipsimuxrkqptlcmhwlmmgvievxfpcmbzcqeehcxcpukgvnylzxnqkjdghsuqsehffmxfnwiwjdvwwkgrgljvuflvmnsjkp,96,43
fydmwuegihxahaauxakwnmumcfjdlzzeppxtmirukxocalveijfkrghfljo,92,79
esdborcskdklkdtprxfyatekocoijcbpvegnc,79,7
gjuynsxwgsnyngzyztvzgfppyhmmelcxpwfqisqwhmebkjzcuytbaeiqbajbcqwoxwmepmenqtszpqrnhswwgqxt,83,37
yfhrsassrqihpjgftpagwcqoeztefdyilmhmbkgqmnabmygukwrvejqrzsndvdgjrorjaskkwvcnmpcojrmkh,74,71
ugydguhgtnjpylpdzfbghjnujzdwtidcje,83,61
ufzuwlqzjylskqieimcbhyrpanslufumigjssiqdgirgnovklekeqbxwnebtelayisrhxcvwdrjigwrrdwldfummxci,73,84
ynnplqyagozqceovozwlevqewvoajwvt,75,30
hbkaqaizouqeeuazwloguchueqwfujxacqripoiecesuljahygjhlgfihykajnampgkb,73,80
aibkpgzqtilirpgavvhhqkibjwtph,60,67
ynunsmtknkirzputrjburoxwxq,58,24
yuohpnzubqcdiquzhlgaggwwswsofetuwdpjyhdeztxscvwko,65,99
kcidauqgruvhloztzcgmgyiscmfkuxiuetuodnvxlakmlasjffizspgyhnelforazxrg,47,62
hxujxjbtokpwzplmlefkgfpjxouviwvu,45,37
cmecpjbznyjzzpvvhtkpszfmgpeprhlzecspmvmnxtxzvszrbf,46,57
hwygdhnurxratbsvytsxzlhxiauinzrhpuzedovbyrkijzhxyljmhurlvpnmcedugfwttzsbfwrkcuyqqlw,56,63
aldzalrmsajxudkghkyxr,64,64
rpdfxzwlizbtzcdp,65,76
ejzylhyslpkomw,52,18
vvhjyfxyapfnlgivhkwlgotjsauazkxrcfsomyguqyhqsaeilzpxjtkqxaktigafyuwptvrqy,39,53
traxbhlickbkrapzsikjazxqtkdqqhkecdwwmkuorlawhiwpbmcmgtxcniqkidjuimbsnpsxydmdzbyypsqq,46,26
fyxpscxdiazaouigmiclowmfhaxlormvqiramcfbgporjvdzhswsaazpezrldtx,45,67
wlfjhanatfxdfhyivyxhiiytvdeqrutkejxwhkrperzcmpcxqknscstlutyhs,36,8
hhwjswhvicgkrqaszmpscsonqflltvolzkaltycenjiiscenyxse,39,45
mrkfwtnmyvgkgrylmd,35,73
vbdujcxdxdlyapsdkjbwmszmznflzidinkhwjyzrvlfpmmtbzlqwyqfqpnhqbbcnpyvofuczqohxmodyssiyidhkzjyuldt,36,5
vnozwzhfvwhfaoqxanktuur,44,11
egapduagkbigjeubrxpdyqwebgwspmftgbmhodrbsxbmdewwoepvsmpzekdrjlaedojjrij,43,88
vhgwbaevlxheohxfeshqvbbnxkyvyhkbcxvynjfmiloxnxpviqclmoqdpiasgmzistgwlfzbtydlgf,37,14
civpearyswcfhgkzfhcmwemwqcmrpqedhqmvbwwsbnamjogewobbshzjxovuegqlwogxvxkumirzqngvertfriuqsewekli,36,36
uguqpywmksbztejbguxppxycsgjjxellyphcvkyobpcdqerybvvjjhafxtuekr,41,11
cijckotquetflkzwbojnjnzqlsvfangaklbrxqmy,34,87
dwicfqwwbrhgwrccocrrhiwdctptkqcray,52,37
slsvashxhlmegzbejrvfpjrqlljkwnipgtvrmukcncwlufibxxcxmkxvtbb,32,89
bqgwxyltgoarbxxcbmjkmukicd,46,89
ksgjvbyqltainehgnhseqbhqeehoqr,37,90
tbqalpuuoomdzmdkuoqpanjtpcflwsaksfgvtovmol,36,12
cfxvfozlnrxgegkdzylxsprdljzmettbjxfmrblpzpbxjpiephzjxkgpikdglqdywqggdzsjyuyxchfuqmkazet,46,89
dlvuonsezsvqxeznegespzrgcbbjptwbinxtykyidxnbf,35,12
kalqvxdnjwbpfcmxnrgoaoomjfakinqnuckuajruohmejbwqvruhrwjpcnixvjepcbpfwvjiwlbihxixwgvtniaunjygjbbgfc,46,8
zjjuutjybguvudixdexxfhtwludxgbspuepewmpzmnrpwautjhtlgst,21,79
botaqnhnyvzysailmhangdbeajxevtegnncftoeujlrdhxrufjzlzghbmarzpgeikvtekbglznljssq,29,1
spyhkgvzcnaovmebmkhegqrjpgmn,30,5
qxfegqkkgipyqqksbxsckyledkgzfxrxjohpngfhuwbazfvknaeuclchcskfdtxdox,28,4
ldvcuyepdzrnpzaaflxbxmecjxwhzbjqlfnmrwyqkkwkopwnsvhccpdqefcckmjxguesefyjiirdarqbmupvanqvjdmgogxwxyb,30,2
mmabptithassjanehvbqsibsbbpufimsnvhsjmeqwpxlxuvxizvbfnetbuqgaxpdslazbbmbuhatcmmtfiej,22,66
pqsojzdafmx,25,18
pcgfapoqempvzimmmhffhqbrntqscugcgepjdmhkclisfbnicyg,22,80
fqghtscgadhhzdtswhcpngztktypskurvwxnidm,29,38
fpmpyhryttwkkscybfztupsiodxdqwvmyzzlrbwojfspiiltvhqlgydjdgzfrmmpjfvdidmrfnatrbybpfhjxjvknulrwpx,24,26
xskmghqsbebtbbf,26,9
tchcblscewvzmfbcfzfmqhlredlotbcdh,25,80
acnufakozvdomvinqncgalysazuelybgbfgwhujyjtrfkbfndbpfzoefzxtyxfoewtjayiziwvaxkkejudvqjtausrlwxzqwhjv,24,49
ztmeiuxvikiaeywendovtsvjplpzkinncanrtqgeuewwrhwsavmqikajbkpbhsdvdrgnodhgnbdutlhgvvibvkg,25,95
hzscrgbsmcmphxcxrvguseombealeyjljdzaugctiubmkcolkuyaws,27,63
lldyysmndwcaxoxmdcjdkcrbqpnftew,28,21
wrtdwmbucfzgpdbgsfzknejskxrhbeonxvkwluyfmeovfxhkthtcffhkcrctoelut,22,33
yiwuenxnftxibgnapkvksfpubkfcpvyyhccbdmdvclcpprflwrltemeajxwpnlqnowsmusmlhvxlzcyszabvrlrlxqawsogzqfox,29,44
hwtbsjavnshnpolfxiwvpamvjlghsykcbsgkrjxdkplssmafgjguljblxawazflucoabddfwdpsjfgmhuexsnxprgujkig,17,77
xpcosktmsjgaplnwlqacj,34,31
blslfrrsnbpnucaipczfwxpltemmamxqhjjbzicgzmbnsb,29,30
puqzomrrviohmhmxelvkxkrvigsnfcssdegbfkbbboldhuyvbdsziryxddkehefbfgsxfpawzgmg,22,9
bdckbofdvxcvkiddqfsxfcoxbeslieavkuoaajngyxcgcwsuzhmtxeojkomboidjwuwaaiwhaedoyactjexsfjgop,22,19
xcmiakmqtcdqejenuxeqbldovdxjkgeslzfzwsqjoimdhdnsyukgdesvhyhvyvlrctqmpl,29,59
cjqyrtafmzimnwhcbcoscofftubiueazyrqzvwshysturxpfs,25,98
xuhoenklsuznhqxlhat,32,90
pvcojxkyqhjqocsassubmtzoqlvoszrinsdeycjjomrsrgkcreaebgtmjifxzpp,22,80
qmspdmvblkotsmjevcfnzvypsgnztmsyawgqrlkfvgdamjbrktnlhku,31,12
pqhgcphgcvwaasplec,24,79
bpjnxhgiiwjfdjrqhgmxpkdcjueeecsqfbcaewrbzgazwwgfoieoteyytjwwprtradyyzwgchjxdqwg,29,77
tvjttphjstvyefszcnkrtdiusxcfcjbfpzpflgezkjnisgcjhsdlyciyvjocehpbqurzpxmklpslrnrurotgnkkiwv,20,6
osfsdbxrnlgnkvipgzemagilhorxbjcctjwofjyqaciqcigaapyvsepe,31,43
frwymsrlgdgynyycngisgzmbcivtzzncmiaicfsctrnaqpaabnxrgcswbilucewtabhdengmkjmmydprrdcwlu,28,32
ejwqehyikdqbclcnuvkpvrmclmflbnufsydcfcgquefrbnqmbsvsvnvzrcguolqzkfriurahmcpjypgdcowhh,23,28
kqvjzhpynfhouuofxm,24,7
scagydtyejlkgqjnwvarjxttrumkvybdklspazlbuxlqeargvnwmwxqgyizbewqichsmvfnmltwckpl,33,95
nlfnroayafirdxemwxrofqdlzutjjwcdfnjhjlohuwysc,25,25
smxrngongcbprkbtugrvoekozkhtysgjuhtxpfpllwfgoijuaxpdzqrudbip,20,80
bprvvertlqicevwnnxhjbhh,35,88
cdxehbgvnyldixnjymaoqmgfuekqqhqkqqd,31,17
izwwefcsjmfsrlgztgwnfkfkbdnergzqacehmgizenquggc,19,59
zkcxoltplsdukgaezwlveurhwgiqjkqzulieaamlwklvmcna,23,97
axnzqhzopzpbpzndmyyefypbyulnrvamkhwvzvtlkzsodkdbzbwdyupsjzupizaidnhfgdunbajnq,21,44
bugfksfdiwhztwkullqwrvshfljndktceumlhmxzavuuxhbymlfhgipbucxskcjoyzvyxhkx,32,79
epousveslwnhhvwas,32,51
pndfzdbhlujsdahoaetqelbcherqleswirctqaqpuywvefpppvjkwdkwslmylmacuuvhbwxudertpvbysbgsctkifxl,24,93
slumtyazqfmlhmawrptzvuldcfmavgwtbyfyrxcyklxons,29,79
wzaswaogxhgjcpccujdaj,24,2
skvuwrffaxtykktitxgjwnwqkaezckonjqmhnkaatnrhatefowzw,18,25
bqtivjshwwrcjsuxxsgsvrzckwzulhsfjroeoohkyytypbzucfefxswbasqfamhzaatuioo,32,99
lkyakbpksujimadunoarbenuqfqmdbheqqthhzhtqk,30,64
uohegebkgyxmvpsqympwunkzdmhoyreembni,22,62
xeyjmoamctygxnsdngsymeotem,20,87
xknpgoqudefdcwpvkspwkhvyqdwuozfshtofouykpdvrqkldqjgydujesqpwkmjzxlneuwgpygpcxhdnejlfeygzds,25,80
tscojtgtcgqjikoqbbauvmmvqulrwevtuccyzbkeuoczvziuilceltjwlthrpzxzzxrehqkxrcwfzivbmbnqgzvlqzegebbrkg,23,65
juvjbdttsuooepaxsygxleihwcitqszlraoidrvtkyxqtjdildozekgunhmdnfwrinuytta,32,96
fvfnlwmcwxfywhriofalxiggojrwepwqlvuovadpjtuydscievpvneklxlmpj,27,52
jygdtogscjdlhmtfeueehqpy,25,19
kdwfustxuurpmkqlmhhrkfduhlomdbbrauonnynnceufdtjnnuesjtstmwuelxtnaghnjedskkku,16,78
kwrpzaktjbpyuarinusovcjqraljgtfalsicbyhjzszqylcmcqreiyip,23,88
tollmiwibxvfmekpooaifguqektvvxkakmzavftzsdcxopkxmiglxdrguckkvggdwt,32,37
vieuwuvikifemtdxomkokdwkqetaprsnoqntfnnulaeqenntearbixtfhw,30,52
puqzhovctrdabuvoiutantejoweufmfzufogrjmnsyybpmjjystmliiqsrfbasmhovacyjcyhcaaifrujeqxxxvsptzaesvqtoa,17,2
lgpbfhtcsmrufobqgavtqsenwnrxuuykdazizsdnzppwzkkxcwsvcg,18,47
uirpbgbljanhsdphblvizhltfnwiduaykuibleoehxoxgryqbkpmdipi,19,87
bpcvwufrknwumkxbysqwqcpxjnhvjyvigx,27,9
